"CountryCode","SeriesCode","DESCRIPTION",
"UMC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"UMC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"UMC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"UMC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"UMC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"UMC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"UMC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"URY","IT.NET.BBND.P2","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","DT.DOD.DPNG.CD","Data on private nonguaranteed debt only cover Inter-American Development Bank and Bonds.",
"URY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"URY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"URY","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"URY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"URY","MS.MIL.XPND.CN","1972-1990 SIPRI estimates.",
"URY","DT.DOD.DSTC.CD","Data on short term debt on original maturity basis are based on reports provided by Central Bank from 1999.",
"URY","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"URY","IT.CEL.SETS.P2","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"URY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"URY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"URY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"URY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"URY","MS.MIL.XPND.CD","1972-1990 SIPRI estimates.",
"URY","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"URY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"URY","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"URY","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"URY","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"URY","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"URY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"URY","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"URY","IT.NET.BBND","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","SP.POP.GROW","Data source: United Nations World Population Prospects",
"URY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"URY","IT.MLT.MAIN.P2","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","IT.CEL.SETS","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","IT.MLT.MAIN","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"URY","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"URY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"URY","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"URY","IT.NET.USER.ZS","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"USA","SP.POP.TOTL","Data source: U.S. Census Bureau",
"USA","IT.NET.BBND","Federal Communications Commission (FCC).",
"USA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"USA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"USA","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"USA","SP.DYN.TFRT.IN","Data source: National Center for Health Statistics",
"USA","SP.DYN.LE00.FE.IN","Data source: National Center for Health Statistics",
"USA","IT.MLT.MAIN.P2","Federal Communications Commission (FCC).",
"USA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"USA","IS.RRS.TOTL.KM","Data are for class 1 railways only; data before 2005 exclude regional lines.",
"USA","IT.MLT.MAIN","Federal Communications Commission (FCC).",
"USA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"USA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"USA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"USA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"USA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"USA","IS.RRS.PASG.KM","Source: OECD",
"USA","IT.NET.BBND.P2","Federal Communications Commission (FCC).",
"USA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"USA","IT.CEL.SETS.P2","Federal Communications Commission (FCC).",
"USA","IT.NET.USER.ZS","Federal Communications Commission (FCC).",
"USA","SP.DYN.CBRT.IN","Data source: National Center for Health Statistics, U.S. Census Bureau",
"USA","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"USA","CM.MKT.TRNR","Method of calculation: Total domestic value of share trading of American Stock Exchange, New York Stock Exchange, NASDAQ Stock Market and BATS Global Markets divided by the total domestic market capitalization of American Stock Exchange, New York Stock Exchange and NASDAQ Stock Market.",
"USA","IT.CEL.SETS","Federal Communications Commission (FCC).",
"USA","SP.DYN.LE00.MA.IN","Data source: National Center for Health Statistics",
"USA","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Source: NTTO, Statistics Canada, Banco de Mexico. Includes Mexico and Canada same-day trips only.",
"USA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"USA","SP.POP.GROW","Data source: U.S. Census Bureau",
"USA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"USA","IS.RRS.GOOD.MT.K6","Source: OECD",
"USA","SG.GEN.PARL.ZS","The total refers to all voting members of the House.",
"USA","SP.DYN.CDRT.IN","Data source: National Center for Health Statistics, U.S. Census Bureau",
"USA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for the United States include, to the extent possible, all persons born outside its territory. This includes persons born in other United States territories and American citizens at birth who were born abroad and reside in the United States.",
"USA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UZB","IT.CEL.SETS.P2","Communication and Information Agency of Uzbekistan.",
"UZB","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"UZB","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UZB","IT.CEL.SETS","Communication and Information Agency of Uzbekistan.",
"UZB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"UZB","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1996-2010: country data.",
"UZB","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"UZB","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"UZB","IT.NET.USER.ZS","Communication and Information Agency of Uzbekistan.",
"UZB","IT.MLT.MAIN","Communication and Information Agency of Uzbekistan.",
"UZB","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"UZB","IT.MLT.MAIN.P2","Communication and Information Agency of Uzbekistan.",
"UZB","IT.NET.BBND","Communication and Information Agency of Uzbekistan.",
"UZB","SP.POP.GROW","Data source: State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects",
"UZB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"UZB","SP.DYN.CDRT.IN","Data source: State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects",
"UZB","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"UZB","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1996-2010: country data.",
"UZB","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"UZB","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"UZB","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"UZB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"UZB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"UZB","SP.POP.TOTL","Data source: State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects",
"UZB","SP.DYN.TFRT.IN","Data source: State Committee of the Republic of Uzbekistan on Statistics, TransMONEE, United Nations World Population Prospects",
"UZB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"UZB","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1996-2010: country data.",
"UZB","MS.MIL.XPND.ZS","1994-1997 highly uncertain data.",
"UZB","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"UZB","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"UZB","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UZB","MS.MIL.XPND.CD","1994-1997 highly uncertain data.",
"UZB","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UZB","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"UZB","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt for 2020 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"UZB","MS.MIL.XPND.CN","1994-1997 highly uncertain data.",
"UZB","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"UZB","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"UZB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"UZB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"UZB","BX.TRF.PWKR.CD.DT","Data on Personal Transfers and Compensation of Employees are prepared by World Bank staff based on IMF's Balance of Payments statistics and data releases from central banks, national statistical agencies, and World Bank country desks.",
"UZB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"UZB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"UZB","IT.NET.BBND.P2","Communication and Information Agency of Uzbekistan.",
"UZB","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"UZB","SP.DYN.CBRT.IN","Data source: State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects",
"UZB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"UZB","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"VCT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"VCT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"VCT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"VCT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"VCT","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"VCT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"VCT","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. BIS short-term debt data for 2016, 2017, 2018, 2019 and 2020 are $806 million, $787 million, $532 million, $363 million and $321 million respectively. DSSI eligible and participating, but with no deferred payments reported in 2020.",
